,Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks,Spend,Conversions,Active,Campaign_Tag,Duration,click_through_rate,conversion_rate,cost_per_click,cost_acquisition
1599,CMP-01600,Q1_Summer_CMP-01600,2023-07-02,2023-07-26,Email,4430,83,150.14,7.0,0,EM,24 days,0.01873589164785553,0.08433734939759036,1.8089156626506022,21.448571428571427
1600,CMP-01601,Q1_Summer_CMP-01601,2023-02-10,2023-02-16,TikTok,13676,553,348.76,87.0,0,TI,6 days,0.04043579994150336,0.15732368896925858,0.6306690777576853,4.008735632183908
1601,CMP-01602,Q1_Winter_CMP-01602,2023-11-11,2023-11-21,Google Ads,11816,374,460.42,67.0,0,GO,10 days,0.03165199729180772,0.17914438502673796,1.2310695187165777,6.871940298507463
1602,CMP-01603,Q3_Launch_CMP-01603,2023-10-05,2023-10-23,Email,33733,539,828.51,79.0,1,EM,18 days,0.01597841875907865,0.14656771799628943,1.5371243042671614,10.48746835443038
1603,CMP-01604,Q4_Summer_CMP-01604,2023-07-10,2023-07-26,Email,86680,2186,1951.28,277.0,0,EM,16 days,0.025219197046608213,0.12671546203110703,0.8926258005489478,7.044332129963899
1605,CMP-01606,Q4_Summer_CMP-01606,2023-09-19,2023-10-18,TikTok,34933,1402,2445.2,81.0,0,TI,29 days,0.04013397074399565,0.05777460770328103,1.7440798858773179,30.18765432098765
1606,CMP-01607,Q4_Launch_CMP-01607,2023-10-23,2023-10-29,Email,25951,280,219.94,32.0,1,EM,6 days,0.010789564949327578,0.11428571428571428,0.7855,6.873125
1607,CMP-01608,Q1_Winter_CMP-01608,2023-08-05,2023-08-13,TikTok,33413,693,1299.95,39.0,1,TI,8 days,0.020740430371412325,0.05627705627705628,1.8758297258297258,33.33205128205128
1608,CMP-01609,Q2_Summer_CMP-01609,2023-09-15,2023-09-16,Instagram,35801,1099,1462.04,148.0,1,IN,1 days,0.030697466551213654,0.13466787989080983,1.330336669699727,9.878648648648648
1609,CMP-01610,Q3_Summer_CMP-01610,2023-03-31,2023-04-26,Google Ads,56619,1175,1114.9,126.0,1,GO,26 days,0.020752750843356472,0.1072340425531915,0.9488510638297873,8.8484126984127
1610,CMP-01611,Q3_Launch_CMP-01611,2023-09-23,2023-09-30,Facebook,33913,1191,1365.23,194.0,1,FA,7 days,0.035119275793943326,0.16288832913518053,1.1462888329135181,7.037268041237113
1611,CMP-01612,Q1_Launch_CMP-01612,2023-01-07,2023-01-27,Email,41600,1217,1178.41,116.0,1,EM,20 days,0.02925480769230769,0.09531635168447,0.9682908792111751,10.158706896551724
1612,CMP-01613,Q3_BlackFriday_CMP-01613,2023-02-21,2023-03-16,Facebook,58775,1438,2283.06,199.0,0,FA,23 days,0.024466184602296895,0.1383866481223922,1.587663421418637,11.472663316582913
1613,CMP-01614,Q3_BlackFriday_CMP-01614,2023-05-13,2023-05-16,Instagram,91816,4404,7462.36,575.0,1,IN,3 days,0.04796549620981093,0.13056312443233425,1.6944504995458674,12.978017391304347
1614,CMP-01615,Q2_BlackFriday_CMP-01615,2023-05-18,2023-05-21,TikTok,91093,3214,5622.59,162.0,1,INVALID,3 days,0.03528262325315886,0.05040448039825762,1.7494057249533292,34.70734567901235
1615,CMP-01616,Q4_Summer_CMP-01616,2023-07-07,2023-08-01,Unknown,36400,553,1094.19,33.0,0,XX,25 days,0.015192307692307692,0.059674502712477394,1.9786437613019892,33.157272727272726
1616,CMP-01617,Q3_Launch_CMP-01617,2023-08-03,2023-08-07,Email,5494,178,300.27,16.0,1,INVALID,4 days,0.032398980706224975,0.0898876404494382,1.6869101123595505,18.766875
1617,CMP-01618,Q3_Winter_CMP-01618,2023-07-25,2023-08-03,Unknown,81688,3367,4720.79,613.0,1,XX,9 days,0.04121780432866517,0.18206118206118205,1.4020760320760322,7.701125611745514
1618,CMP-01619,Q2_BlackFriday_CMP-01619,2023-03-09,2023-04-05,Google Ads,90431,3467,3497.62,249.0,1,GO,27 days,0.03833862281739669,0.07182001730602827,1.0088318430920105,14.046666666666667
1619,CMP-01620,Q4_BlackFriday_CMP-01620,2023-02-21,2023-03-19,Instagram,75691,1277,1681.67,200.0,0,IN,26 days,0.016871226433790014,0.15661707126076743,1.3168911511354737,8.40835
1620,CMP-01621,Q2_Launch_CMP-01621,2023-10-12,2023-10-18,Email,98419,4812,2702.43,943.0,0,EM,6 days,0.04889299830317317,0.1959684123025769,0.5616022443890274,2.8657794273594908
1621,CMP-01622,Q1_BlackFriday_CMP-01622,2023-03-16,2023-04-03,Facebook,44001,1229,1987.59,207.0,0,FA,18 days,0.02793118338219586,0.16842961757526445,1.6172416598860861,9.601884057971015
1622,CMP-01623,Q3_Winter_CMP-01623,2023-08-31,2023-09-04,Email,68364,1118,1306.87,96.0,1,EM,4 days,0.01635363641682757,0.08586762075134168,1.1689355992844364,13.613229166666665
1623,CMP-01624,Q3_BlackFriday_CMP-01624,2023-09-13,2023-10-08,Google Ads,46028,792,419.79,147.0,1,GO,25 days,0.017206917528460937,0.1856060606060606,0.5300378787878788,2.855714285714286
1624,CMP-01625,Q1_Summer_CMP-01625,2023-11-19,2023-12-04,Google Ads,98659,1374,815.83,87.0,1,GO,15 days,0.013926757822398363,0.06331877729257641,0.5937627365356624,9.37735632183908
1626,CMP-01627,Q4_Winter_CMP-01627,2023-10-18,2023-11-12,Instagram,1806,26,35.75,4.0,1,IN,25 days,0.014396456256921373,0.15384615384615385,1.375,8.9375
1627,CMP-01628,Q4_Winter_CMP-01628,2023-02-20,2023-03-04,Instagram,57638,864,1033.61,126.0,0,IN,12 days,0.014990110690863666,0.14583333333333334,1.1963078703703702,8.203253968253968
1628,CMP-01629,Q3_Launch_CMP-01629,2023-05-11,2023-06-04,Facebook,30757,1353,1933.18,151.0,1,FA,24 days,0.04398998601944273,0.11160384331116038,1.4288100517368811,12.80251655629139
1629,CMP-01630,Q3_BlackFriday_CMP-01630,2023-08-19,2023-08-25,Google Ads,35636,847,1033.71,79.0,1,GO,6 days,0.023768099674486474,0.09327036599763873,1.2204368358913813,13.08493670886076
1630,CMP-01631,Q4_BlackFriday_CMP-01631,2023-07-04,2023-07-09,Facebook,81097,911,1359.72,96.0,0,INVALID,5 days,0.011233461163791508,0.10537870472008781,1.4925576289791438,14.16375
1631,CMP-01632,Q2_Winter_CMP-01632,2023-05-12,2023-05-30,Email,49280,595,493.07,75.0,0,EM,18 days,0.012073863636363636,0.12605042016806722,0.8286890756302521,6.5742666666666665
1632,CMP-01633,Q3_Summer_CMP-01633,2023-06-29,2023-07-29,Instagram,25262,396,265.03,38.0,1,IN,30 days,0.015675718470429895,0.09595959595959595,0.6692676767676767,6.974473684210525
1633,CMP-01634,Q1_Winter_CMP-01634,2023-04-07,2023-04-12,Unknown,81435,1509,2104.53,294.0,0,XX,5 days,0.01853011604347025,0.19483101391650098,1.3946520874751491,7.158265306122449
1634,CMP-01635,Q3_BlackFriday_CMP-01635,2023-10-03,2023-10-11,Google Ads,63211,2313,2838.13,439.0,1,GO,8 days,0.036591732451630256,0.18979680069174232,1.2270341547773456,6.46498861047836
1635,CMP-01636,Q2_Launch_CMP-01636,2023-07-01,2023-07-27,Instagram,55842,909,491.13,164.0,0,INVALID,26 days,0.01627807026968948,0.18041804180418042,0.5402970297029703,2.9946951219512195
1636,CMP-01637,Q1_Winter_CMP-01637,2023-08-17,2023-08-18,Instagram,57979,855,915.47,96.0,1,IN,1 days,0.014746718639507408,0.11228070175438597,1.0707251461988305,9.536145833333334
1637,CMP-01638,Q1_Summer_CMP-01638,2023-05-27,2023-06-07,Unknown,82470,3347,2206.3,514.0,1,XX,11 days,0.040584454953316355,0.15357036151777712,0.65918733193905,4.292412451361868
1638,CMP-01639,Q4_BlackFriday_CMP-01639,2023-03-27,2023-04-24,Instagram,39197,1444,1872.92,267.0,0,INVALID,28 days,0.036839554047503636,0.18490304709141275,1.2970360110803325,7.014681647940075
1639,CMP-01640,Q2_BlackFriday_CMP-01640,2023-08-04,2023-08-10,TikTok,42844,1174,1283.96,208.0,0,TI,6 days,0.027401736532536646,0.17717206132879046,1.0936626916524703,6.172884615384616
1640,CMP-01641,Q3_Launch_CMP-01641,2023-03-03,2023-06-02,Instagram,65754,2102,2984.27,235.0,0,IN,91 days,0.03196763694984336,0.11179828734538534,1.4197288296860133,12.699021276595744
1642,CMP-01643,Q1_BlackFriday_CMP-01643,2023-05-30,2023-06-16,TikTok,78129,2289,2173.41,140.0,1,TI,17 days,0.02929769995776216,0.06116207951070336,0.9495019659239842,15.524357142857141
1643,CMP-01644,Q1_BlackFriday_CMP-01644,2023-07-22,2023-08-18,Google Ads,41042,1242,2413.4,169.0,1,GO,27 days,0.030261683153842405,0.1360708534621578,1.943156199677939,14.280473372781065
1644,CMP-01645,Q2_Launch_CMP-01645,2023-07-05,2023-07-06,TikTok,62665,1597,2081.61,233.0,1,TI,1 days,0.02548472033830687,0.1458985597996243,1.3034502191609267,8.933948497854077
1645,CMP-01646,Q1_Winter_CMP-01646,2023-08-19,2023-09-05,Google Ads,83856,3879,5537.03,688.0,0,INVALID,17 days,0.046257870635374926,0.17736530033513792,1.4274374838875998,8.048008720930232
1646,CMP-01647,Q2_BlackFriday_CMP-01647,2023-01-12,2023-01-29,Instagram,28376,301,457.82,28.0,1,IN,17 days,0.010607555680857063,0.09302325581395349,1.5209966777408637,16.350714285714286
1647,CMP-01648,Q1_Launch_CMP-01648,2023-05-09,2023-06-07,Email,56554,2334,3501.23,175.0,0,EM,29 days,0.04127029034197404,0.07497857754927163,1.5000985432733505,20.00702857142857
1648,CMP-01649,Q2_Winter_CMP-01649,2023-02-10,2023-02-12,Instagram,15199,227,287.49,24.0,0,IN,2 days,0.014935193104809527,0.10572687224669604,1.2664757709251102,11.97875
1649,CMP-01650,Q2_Winter_CMP-01650,2023-02-18,2023-03-03,Email,82412,3453,3947.28,355.0,0,EM,13 days,0.04189923797505218,0.10280915146249638,1.1431450912250218,11.119098591549296
1650,CMP-01651,Q4_Winter_CMP-01651,2023-08-31,2023-09-05,Facebook,51948,1799,1044.63,125.0,1,FA,5 days,0.03463078463078463,0.06948304613674264,0.5806725958866037,8.357040000000001
1651,CMP-01652,Q2_Summer_CMP-01652,2023-07-23,2023-07-29,Google Ads,74781,3270,1743.33,493.0,0,GO,6 days,0.043727684839732016,0.1507645259938838,0.5331284403669725,3.5361663286004057
1652,CMP-01653,Q3_Winter_CMP-01653,2023-02-23,2023-02-25,Instagram,73750,1025,1062.87,129.0,1,IN,2 days,0.013898305084745762,0.12585365853658537,1.0369463414634146,8.239302325581395
1653,CMP-01654,Q1_Launch_CMP-01654,2023-12-02,2023-12-18,TikTok,67262,2176,2177.07,344.0,0,TI,16 days,0.032351104635604054,0.15808823529411764,1.0004917279411765,6.328691860465117
1654,CMP-01655,Q4_Launch_CMP-01655,2023-04-28,2023-05-03,Google Ads,47600,1430,1546.61,147.0,1,INVALID,5 days,0.03004201680672269,0.1027972027972028,1.0815454545454544,10.521156462585033
1655,CMP-01656,Q2_Launch_CMP-01656,2023-11-17,2023-12-15,Instagram,77898,2979,2107.8,294.0,1,IN,28 days,0.03824231687591466,0.0986908358509567,0.7075528700906345,7.169387755102042
1658,CMP-01659,Q3_BlackFriday_CMP-01659,2023-09-01,2023-09-29,Email,31448,854,1629.49,47.0,1,EM,28 days,0.02715593996438565,0.05503512880562061,1.9080679156908664,34.67
1659,CMP-01660,Q4_BlackFriday_CMP-01660,2023-05-20,2023-06-09,Unknown,27172,607,751.8,103.0,0,XX,20 days,0.022339172677756515,0.1696869851729819,1.2385502471169687,7.299029126213592
1660,CMP-01661,Q3_Winter_CMP-01661,2023-12-24,2024-01-20,TikTok,43874,1285,1993.42,135.0,1,TI,27 days,0.02928841683001322,0.10505836575875487,1.5512996108949417,14.766074074074075
1661,CMP-01662,Q3_BlackFriday_CMP-01662,2023-08-22,2023-09-03,Instagram,8657,127,226.48,22.0,1,IN,12 days,0.014670209079357744,0.1732283464566929,1.7833070866141731,10.294545454545455
1662,CMP-01663,Q1_Winter_CMP-01663,2023-10-16,2023-11-04,Facebook,85386,4137,4664.21,704.0,1,FA,19 days,0.04845056566650271,0.1701716219482717,1.1274377568286198,6.625298295454545
1663,CMP-01664,Q3_Winter_CMP-01664,2023-10-01,2023-10-27,TikTok,26425,1019,982.44,104.0,1,TI,26 days,0.038561967833491015,0.10206084396467124,0.9641216879293425,9.446538461538463
1664,CMP-01665,Q2_Summer_CMP-01665,2023-04-19,2023-10-04,Facebook,27685,1331,2535.67,205.0,0,FA,168 days,0.04807657576304858,0.15401953418482345,1.9050864012021038,12.369121951219512
1665,CMP-01666,Q4_BlackFriday_CMP-01666,2023-06-07,2023-06-22,Email,25578,487,620.2,36.0,1,EM,15 days,0.01903979982797717,0.07392197125256673,1.273511293634497,17.227777777777778
1666,CMP-01667,Q1_Winter_CMP-01667,2023-05-01,2023-05-06,Email,29831,1347,1678.2,248.0,1,EM,5 days,0.04515436961550066,0.18411284335560504,1.2458797327394209,6.766935483870968
1667,CMP-01668,Q3_Winter_CMP-01668,2023-09-25,2023-10-10,Instagram,8906,377,289.39,41.0,0,IN,15 days,0.04233101280035931,0.10875331564986737,0.7676127320954906,7.058292682926829
1668,CMP-01669,Q4_BlackFriday_CMP-01669,2023-06-26,2023-07-02,TikTok,62413,2314,1532.41,273.0,1,TI,6 days,0.03707560924807332,0.11797752808988764,0.6622342264477097,5.613223443223443
1669,CMP-01670,Q1_Launch_CMP-01670,2023-12-19,2024-01-11,Facebook,55028,1926,3395.85,300.0,0,FA,23 days,0.035000363451333866,0.1557632398753894,1.7631619937694702,11.3195
1670,CMP-01671,Q4_Launch_CMP-01671,2023-09-02,2023-09-06,TikTok,8287,187,265.76,32.0,0,TI,4 days,0.022565463979727283,0.1711229946524064,1.4211764705882353,8.305
1671,CMP-01672,Q4_Summer_CMP-01672,2023-05-30,2023-06-22,Email,34660,1478,1461.35,126.0,0,EM,23 days,0.042642815926139645,0.08525033829499323,0.9887347767253044,11.598015873015873
1672,CMP-01673,Q2_Summer_CMP-01673,2023-10-08,2023-10-16,TikTok,76758,2307,1817.0,344.0,1,TI,8 days,0.030055499101070898,0.14911140008669269,0.787602947550932,5.281976744186046
1673,CMP-01674,Q4_Summer_CMP-01674,2023-10-15,2023-10-21,Facebook,61504,789,1051.93,85.0,1,INVALID,6 days,0.012828433922996879,0.10773130544993663,1.3332446134347276,12.37564705882353
1674,CMP-01675,Q3_Launch_CMP-01675,2023-11-27,2023-12-18,TikTok,60720,1367,1880.83,143.0,1,TI,21 days,0.022513175230566534,0.10460863204096561,1.3758814923189466,13.152657342657342
1675,CMP-01676,Q2_Summer_CMP-01676,2023-05-15,2023-06-04,TikTok,35701,1692,1371.35,259.0,1,TI,20 days,0.04739363043052015,0.15307328605200946,0.8104905437352246,5.294787644787644
1676,CMP-01677,Q3_Summer_CMP-01677,2023-11-17,2023-12-12,Facebook,84300,3711,6594.85,401.0,1,FA,25 days,0.04402135231316726,0.10805712745890596,1.7771085960657507,16.446009975062346
1677,CMP-01678,Q3_BlackFriday_CMP-01678,2023-11-10,2023-11-12,Facebook,18674,920,576.28,93.0,0,FA,2 days,0.049266359644425405,0.10108695652173913,0.6263913043478261,6.196559139784946
1678,CMP-01679,Q1_Launch_CMP-01679,2023-05-26,2023-05-29,Email,84560,2969,3070.36,520.0,0,EM,3 days,0.03511116367076632,0.1751431458403503,1.0341394408891884,5.904538461538462
1679,CMP-01680,Q4_Winter_CMP-01680,2023-05-18,2023-05-31,Email,24874,495,752.69,32.0,1,EM,13 days,0.019900297499396962,0.06464646464646465,1.5205858585858587,23.5215625
1680,CMP-01681,Q4_Winter_CMP-01681,2023-04-04,2023-04-09,Email,44642,737,671.54,111.0,1,EM,5 days,0.01650911697504592,0.15061058344640435,0.911180461329715,6.04990990990991
1681,CMP-01682,Q4_BlackFriday_CMP-01682,2023-08-22,2023-08-23,Facebook,98820,1727,3007.59,150.0,0,FA,1 days,0.017476219388787694,0.08685581933989578,1.7415112912565143,20.0506
1682,CMP-01683,Q3_BlackFriday_CMP-01683,2023-11-15,2023-11-25,Instagram,66160,713,1147.79,37.0,1,IN,10 days,0.010776904474002418,0.051893408134642355,1.6098036465638148,31.02135135135135
1683,CMP-01684,Q2_Launch_CMP-01684,2023-03-19,2023-04-03,TikTok,18602,476,801.36,35.0,0,TI,15 days,0.02558864638210945,0.07352941176470588,1.683529411764706,22.896
1684,CMP-01685,Q2_BlackFriday_CMP-01685,2023-01-10,2023-10-18,Instagram,89801,1585,1075.68,223.0,1,IN,281 days,0.01765013752630817,0.14069400630914827,0.6786624605678234,4.823677130044843
1686,CMP-01687,Q3_Summer_CMP-01687,2023-08-13,2023-08-29,Email,95377,4520,4202.29,240.0,1,INVALID,16 days,0.04739088040093523,0.05309734513274336,0.9297101769911504,17.509541666666667
1687,CMP-01688,Q1_Summer_CMP-01688,2023-03-19,2023-04-10,Facebook,30192,821,1048.51,45.0,1,FA,22 days,0.027192633810280867,0.05481120584652863,1.2771132764920827,23.30022222222222
1688,CMP-01689,Q4_Winter_CMP-01689,2023-04-22,2023-05-17,Email,47542,2145,3479.24,397.0,1,EM,25 days,0.045118000925497455,0.1850815850815851,1.62202331002331,8.76382871536524
1689,CMP-01690,Q2_Winter_CMP-01690,2023-09-13,2023-09-26,Email,43520,1489,2612.89,90.0,1,EM,13 days,0.03421415441176471,0.06044325050369376,1.7547951645399595,29.03211111111111
1690,CMP-01691,Q2_Winter_CMP-01691,2023-01-17,2023-02-04,Email,65772,1307,2034.35,240.0,1,EM,18 days,0.01987167791765493,0.18362662586074982,1.5565034429992348,8.476458333333333
1692,CMP-01693,Q1_BlackFriday_CMP-01693,2023-07-20,2023-08-13,Facebook,51106,682,1096.73,109.0,1,FA,24 days,0.01334481274214378,0.1598240469208211,1.608108504398827,10.061743119266055
1693,CMP-01694,Q1_Summer_CMP-01694,2023-08-29,2023-09-11,Instagram,82121,1916,1838.21,184.0,0,IN,13 days,0.023331425579328064,0.09603340292275574,0.9593997912317328,9.990271739130435
1694,CMP-01695,Q4_Launch_CMP-01695,2023-05-09,2023-06-07,Facebook,26559,985,884.16,176.0,1,FA,29 days,0.03708723973041154,0.17868020304568527,0.8976243654822335,5.0236363636363635
1695,CMP-01696,Q4_Launch_CMP-01696,2023-03-04,2023-03-21,Email,34742,447,690.3,69.0,1,INVALID,17 days,0.012866271371826608,0.15436241610738255,1.5442953020134227,10.004347826086956
1696,CMP-01697,Q4_Winter_CMP-01697,2023-07-17,2023-08-01,Facebook,70669,1287,1015.84,141.0,0,FA,15 days,0.018211662822453976,0.10955710955710955,0.7893084693084693,7.204539007092198
1697,CMP-01698,Q3_Winter_CMP-01698,2023-01-18,2023-02-08,Google Ads,81199,2050,1310.1,125.0,0,GO,21 days,0.025246616337639628,0.06097560975609756,0.6390731707317072,10.480799999999999
1698,CMP-01699,Q1_BlackFriday_CMP-01699,2023-02-18,2023-03-07,Instagram,22754,1121,1455.43,179.0,0,IN,17 days,0.0492660631097829,0.15967885816235505,1.2983318465655664,8.130893854748603
1699,CMP-01700,Q3_Winter_CMP-01700,2023-08-31,2023-09-12,Instagram,4972,205,355.15,29.0,1,IN,12 days,0.04123089300080451,0.14146341463414633,1.7324390243902439,12.24655172413793
1700,CMP-01701,Q4_BlackFriday_CMP-01701,2023-06-15,2023-07-11,Google Ads,71831,2825,1842.1,142.0,1,GO,26 days,0.0393284236610934,0.050265486725663715,0.652070796460177,12.972535211267605
1702,CMP-01703,Q2_BlackFriday_CMP-01703,2023-11-23,2023-12-12,Facebook,95661,3945,6774.98,675.0,0,FA,19 days,0.041239376548436665,0.17110266159695817,1.717358681875792,10.037007407407406
1703,CMP-01704,Q4_Winter_CMP-01704,2023-01-27,2023-02-19,Google Ads,10903,451,551.76,40.0,1,GO,23 days,0.04136476199211226,0.08869179600886919,1.2234146341463414,13.794
1704,CMP-01705,Q2_BlackFriday_CMP-01705,2023-02-27,2023-03-26,Instagram,4020,136,79.69,19.0,0,IN,27 days,0.03383084577114428,0.13970588235294118,0.5859558823529412,4.194210526315789
1705,CMP-01706,Q1_BlackFriday_CMP-01706,2023-01-08,2023-02-01,Facebook,42755,2121,1615.96,250.0,0,FA,24 days,0.04960823295520992,0.11786892975011787,0.7618859028760019,6.46384
1706,CMP-01707,Q4_Summer_CMP-01707,2023-03-03,2023-03-16,Facebook,86956,2000,3122.28,359.0,0,FA,13 days,0.023000138000828004,0.1795,1.5611400000000002,8.697158774373259
1707,CMP-01708,Q3_Summer_CMP-01708,2023-01-22,2023-02-16,Email,87988,4192,6571.66,786.0,1,EM,25 days,0.047642860390053186,0.1875,1.5676669847328244,8.36089058524173
1708,CMP-01709,Q1_Summer_CMP-01709,2023-12-19,2023-12-28,Google Ads,46648,2173,4014.69,433.0,1,GO,9 days,0.04658291888183845,0.19926369075011505,1.8475333640128855,9.271801385681293
1709,CMP-01710,Q3_Summer_CMP-01710,2023-02-15,2023-03-04,TikTok,10516,109,149.77,7.0,1,TI,17 days,0.010365157854697604,0.06422018348623854,1.3740366972477065,21.395714285714288
1712,CMP-01713,Q3_Launch_CMP-01713,2023-07-02,2023-07-08,Google Ads,20129,284,449.2,39.0,0,GO,6 days,0.014108996969546426,0.13732394366197184,1.5816901408450703,11.517948717948718
1713,CMP-01714,Q3_Summer_CMP-01714,2023-02-24,2023-03-13,Email,2591,82,63.61,10.0,1,EM,17 days,0.031648012350443844,0.12195121951219512,0.7757317073170732,6.361
1714,CMP-01715,Q3_Summer_CMP-01715,2023-10-13,2023-11-10,Facebook,12303,604,599.52,31.0,1,FA,28 days,0.049093716979598474,0.05132450331125828,0.9925827814569537,19.339354838709678
1716,CMP-01717,Q4_Winter_CMP-01717,2023-07-13,2023-07-18,Instagram,72719,1279,687.01,78.0,1,IN,5 days,0.017588250663512973,0.06098514464425332,0.5371462079749805,8.807820512820513
1717,CMP-01718,Q2_BlackFriday_CMP-01718,2023-01-21,2023-02-16,Instagram,93108,3099,2706.14,474.0,1,IN,26 days,0.03328392834128109,0.15295256534365925,0.8732300742174894,5.70915611814346
1718,CMP-01719,Q1_Winter_CMP-01719,2023-05-31,2023-06-02,Email,87231,1585,500000.0,265.0,0,EM,2 days,0.018170145934358197,0.167192429022082,315.45741324921136,1886.7924528301887
1719,CMP-01720,Q3_Winter_CMP-01720,2023-10-18,2023-10-25,Email,8314,255,234.46,43.0,0,EM,7 days,0.03067115708443589,0.16862745098039217,0.9194509803921569,5.452558139534884
1720,CMP-01721,Q4_Winter_CMP-01721,2023-08-28,2023-08-31,Instagram,20623,267,188.12,18.0,1,IN,3 days,0.012946709983998448,0.06741573033707865,0.7045692883895132,10.45111111111111
1721,CMP-01722,Q2_Launch_CMP-01722,2023-10-11,2023-10-31,TikTok,68675,2350,3741.24,275.0,0,TI,20 days,0.03421914816163087,0.11702127659574468,1.5920170212765956,13.60450909090909
1722,CMP-01723,Q1_Summer_CMP-01723,2023-08-19,2023-08-31,Google Ads,97826,3000,5159.16,523.0,0,GO,12 days,0.030666693925950155,0.17433333333333334,1.71972,9.864550669216062
1723,CMP-01724,Q1_BlackFriday_CMP-01724,2023-07-07,2023-08-03,Instagram,66082,2617,2319.23,249.0,1,IN,27 days,0.03960231227868406,0.09514711501719526,0.886217042414979,9.31417670682731
1724,CMP-01725,Q3_Summer_CMP-01725,2023-09-17,2023-09-27,Facebook,84624,2981,4953.32,358.0,0,FA,10 days,0.03522641331064474,0.1200939282120094,1.6616303253941629,13.83608938547486
1725,CMP-01726,Q3_Winter_CMP-01726,2023-01-10,2023-01-14,TikTok,34130,1091,1176.46,99.0,0,TI,4 days,0.031966012305889246,0.09074243813015583,1.0783318056828597,11.883434343434343
1726,CMP-01727,Q2_Summer_CMP-01727,2023-11-14,2023-12-04,Instagram,52756,1983,2498.64,237.0,1,IN,20 days,0.03758814163317917,0.11951588502269289,1.2600302571860815,10.542784810126582
1727,CMP-01728,Q4_Winter_CMP-01728,2023-12-04,2024-01-02,Facebook,98624,1554,2772.34,284.0,0,FA,29 days,0.015756813757300453,0.18275418275418276,1.784002574002574,9.761760563380282
1728,CMP-01729,Q2_BlackFriday_CMP-01729,2023-04-08,2023-04-22,Google Ads,27292,922,1498.19,109.0,1,GO,14 days,0.033782793492598565,0.11822125813449023,1.6249349240780913,13.7448623853211
1729,CMP-01730,Q4_Launch_CMP-01730,2023-10-10,2023-10-23,Instagram,87206,1472,2513.7,196.0,0,IN,13 days,0.016879572506478913,0.1331521739130435,1.7076766304347826,12.825
1730,CMP-01731,Q4_Summer_CMP-01731,2023-07-29,2023-08-11,Email,70274,3304,2330.2,365.0,1,EM,13 days,0.04701596607564675,0.11047215496368039,0.7052663438256658,6.3841095890410955
1731,CMP-01732,Q1_BlackFriday_CMP-01732,2023-09-25,2023-10-05,Email,3469,44,26.6,5.0,0,EM,10 days,0.012683770539060248,0.11363636363636363,0.6045454545454546,5.32
1732,CMP-01733,Q2_BlackFriday_CMP-01733,2023-03-08,2023-08-15,TikTok,54947,1495,2750.96,78.0,1,TI,160 days,0.027208036835496024,0.05217391304347826,1.8401070234113712,35.26871794871795
1733,CMP-01734,Q2_Winter_CMP-01734,2023-02-24,2023-02-25,Google Ads,23534,890,962.76,82.0,1,GO,1 days,0.03781762556301521,0.09213483146067415,1.081752808988764,11.740975609756097
1734,CMP-01735,Q4_Winter_CMP-01735,2023-10-20,2023-10-31,TikTok,64620,1830,1705.23,211.0,0,TI,11 days,0.028319405756731662,0.11530054644808743,0.9318196721311476,8.081658767772511
1735,CMP-01736,Q4_Summer_CMP-01736,2023-09-08,2023-09-24,Email,49874,682,1082.36,98.0,1,EM,16 days,0.013674459638288486,0.1436950146627566,1.5870381231671553,11.044489795918366
1736,CMP-01737,Q3_Summer_CMP-01737,2023-05-19,2023-12-05,Google Ads,50708,1629,2858.28,191.0,0,GO,200 days,0.03212510846414767,0.1172498465316145,1.754622467771639,14.964816753926703
1737,CMP-01738,Q4_Summer_CMP-01738,2023-04-24,2023-05-19,Facebook,75553,2694,4832.32,271.0,1,INVALID,25 days,0.03565708840151946,0.1005939123979213,1.79373422420193,17.83143911439114
1738,CMP-01739,Q1_BlackFriday_CMP-01739,2023-04-17,2023-04-18,TikTok,69344,2645,2576.22,286.0,1,TI,1 days,0.03814317028149516,0.10812854442344046,0.9739962192816635,9.007762237762238
1739,CMP-01740,Q4_Winter_CMP-01740,2023-02-10,2023-02-17,Facebook,50138,1249,2221.12,107.0,0,FA,7 days,0.024911244963899636,0.08566853482786228,1.7783186549239391,20.758130841121496
1740,CMP-01741,Q3_BlackFriday_CMP-01741,2023-07-04,2023-07-18,Unknown,55302,1799,1009.96,339.0,1,XX,14 days,0.03253046906079346,0.18843802112284602,0.5614007782101168,2.9792330383480827
1742,CMP-01743,Q2_BlackFriday_CMP-01743,2023-01-30,2023-02-20,Instagram,79249,2922,4193.88,151.0,1,IN,21 days,0.03687112771139068,0.05167693360711841,1.435277207392197,27.77403973509934
1743,CMP-01744,Q4_Launch_CMP-01744,2023-01-21,2023-02-15,Facebook,3719,123,73.14,6.0,0,FA,25 days,0.033073406829792956,0.04878048780487805,0.5946341463414634,12.19
1744,CMP-01745,Q4_Launch_CMP-01745,2023-02-09,2023-02-14,Unknown,23890,741,731.3,145.0,1,INVALID,5 days,0.031017161992465465,0.19568151147098514,0.9869095816464237,5.043448275862069
1745,CMP-01746,Q1_Launch_CMP-01746,2023-02-19,2023-03-06,Facebook,78236,1563,2358.78,130.0,0,FA,15 days,0.01997801523595276,0.08317338451695458,1.5091362763915548,18.14446153846154
